ID,Sentence,Sentiment
2845,I'm frustrating with davis-landry's poor response,negative
2846,"Avoid williams, martinez and smith's awful software at all costs",negative
2847,"The platform from orozco, ramos and martin feels remarkable and incredible!",positive
2848,"I'm atrocious with lewis, miller and franklin's poor support...",negative
2849,"The platform from baker, nguyen and brown feels wonderful and brilliant!",positive
2850,A satisfying experience with dixon plc's software!,positive
2851,Why didn't i try vazquez ltd's support sooner?,positive
2852,Espinoza and sons's software offers common performance!,neutral
2853,Avoid gonzalez group's appalling service at all costs.,negative
2854,This remarkable service exceeded my expectations.,positive
2855,A ordinary experience with vance inc's support,neutral
2856,I'm ecstatic by miller ltd's cloud integration implementation...,positive
2857,The service from berry inc feels outstanding and brilliant!.,positive
2858,A moderate experience with lee-mccann's team.,neutral
2859,Smith-roy's software offers moderate performance.,neutral
2860,Mclaughlin ltd's approach feels acceptable but average,neutral
2861,"Parks, rivas and robbins's awful approach ruined my experience...",negative
2862,"Why does lee, scott and barnes tolerate such abysmal service?...",negative
2863,The platform from bryant and sons feels thrilling and outstanding!,positive
2864,I'm smooth by barr inc's ui implementation,positive
2865,The delivery from austin plc seems typical!,neutral
2866,"Avoid forbes, reynolds and lawson's atrocious product at all costs...",negative
2867,Moore inc delivers smooth results in transform rich e-tailers...,positive
2868,I'm abysmal with hartman group's poor support.,negative
2869,"A acceptable experience with nielsen, thompson and rodriguez's response!",neutral
2870,Gill-morris's approach feels common but typical.,neutral
2871,"The product from ortega, young and hamilton feels thrilling and joyful!",positive
2872,"A typical experience with anderson, lopez and webb's team!",neutral
2873,I'm fantastic by kelly inc's api implementation!,positive
2874,I'm repulsive with hall-smith's poor team,negative
2875,A brilliant experience with lyons-hall's software,positive
2876,"I'm love by rodriguez, kaufman and armstrong's ux implementation",positive
2877,"I'm appalling with espinoza, baldwin and sanders's poor response...",negative
2878,I'm exceptional by ferguson ltd's ux implementation...,positive
2879,"The product from meyer, diaz and hill feels impressive and superb!",positive
2880,Never dealing with pham ltd's poor team again,negative
2881,The avoid quality from bennett-paul shocked me,negative
2882,Howell-king's product offers standard performance...,neutral
2883,"Never dealing with hayes, herrera and lopez's repulsive team again!",negative
2884,"Burns, buckley and wilson's product proved disgusting and unacceptable...",negative
2885,A adequate experience with lyons plc's delivery,neutral
2886,I'm excellent by lewis-hernandez's cloud integration implementation,positive
2887,Fox-velazquez's platform proved terrible and disappointing!,negative
2888,Why does williams and sons tolerate such abysmal service?...,negative
2889,"Evans, ewing and ortega's product proved terrible and repulsive!",negative
2890,I'm splendid by beasley-olson's cloud integration implementation...,positive
2891,The service from bernard-garcia feels brilliant and amazing!...,positive
2892,Never dealing with velazquez plc's poor team again,negative
2893,I'm awful with sanders llc's poor support,negative
2894,"A moderate experience with stephenson, wheeler and stein's team.",neutral
2895,Johnson group maintains acceptable industry standards.,neutral
2896,Maxwell ltd sets the impressive standard for leverage ubiquitous synergies,positive
2897,"The team from vazquez, bowman and nelson seems regular.",neutral
2898,"Hawkins, johnson and nguyen's approach feels common but typical",neutral
2899,Parsons-mooney delivers ecstatic results in deliver e-business technologies,positive
2900,A ordinary experience with johnson inc's team,neutral
2901,Why didn't i try martinez group's delivery sooner?,positive
2902,"Larsen, smith and ross maintains average industry standards.",neutral
2903,Why didn't i try smith-meadows's team sooner?,positive
2904,The service from burton ltd feels brilliant and splendid!,positive
2905,Walker-christian's approach feels ordinary but moderate...,neutral
2906,The response from watson plc seems sufficient,neutral
2907,Brown and sons maintains adequate industry standards,neutral
2908,A typical experience with holt-cox's delivery...,neutral
2909,I'm poor with bender ltd's poor team!,negative
2910,"Never dealing with navarro, padilla and nelson's dreadful team again",negative
2911,"I'm disgusting with blair, jones and le's poor delivery",negative
2912,This service provides acceptable functionality...,neutral
2913,The atrocious quality from gross ltd shocked me,negative
2914,"A smooth experience with jones, erickson and white's product",positive
2915,"Arnold, tran and miller's frustrating approach ruined my experience.",negative
2916,A sufficient experience with smith-guerrero's support,neutral
2917,Avoid santos-phillips's terrible software at all costs,negative
2918,A joyful experience with jackson llc's product,positive
2919,Park-baker delivers impressive results in benchmark collaborative systems,positive
2920,"Why does stone, miller and walls tolerate such frustrating service?",negative
2921,I'm unacceptable with drake plc's poor support,negative
2922,"Stevens, chavez and shaffer's approach feels adequate but average",neutral
2923,I'm impressive by barron-long's api implementation.,positive
2924,"Clark, thompson and williamson's product offers adequate performance.",neutral
2925,Craig-mason maintains acceptable industry standards!,neutral
2926,Hicks plc's service proved disappointing and repulsive,negative
2927,Harrington-smith delivers refreshing results in re-contextualize distributed functionalities,positive
2928,"Barnett, knight and solis sets the excellent standard for mesh cutting-edge action-items",positive
2929,"Why didn't i try andersen, hart and bullock's delivery sooner?",positive
2930,A smooth experience with jones and sons's software,positive
2931,Never dealing with schaefer llc's horrendous team again,negative
2932,Johns ltd maintains common industry standards,neutral
2933,Fletcher-diaz's platform offers typical performance,neutral
2934,Reilly plc delivers amazing results in productize magnetic synergies.,positive
2935,Fernandez inc's approach feels standard but moderate,neutral
2936,The team from bryant-blackwell seems standard...,neutral
2937,"Hurst, garcia and hernandez maintains average industry standards",neutral
2938,"Why didn't i try jackson, hanna and harris's delivery sooner?!",positive
2939,"Lucas, medina and webb delivers stellar results in unleash world-class web-readiness.",positive
2940,The support from carr inc seems average,neutral
2941,The product from kelley-pitts feels superb and stellar!,positive
2942,"The platform from chen, cooper and clark feels amazing and smooth!...",positive
2943,Avoid clark-mccarty's dreadful service at all costs...,negative
2944,Harris-mcdowell's service offers moderate performance,neutral
2945,I'm ecstatic by cook group's ux implementation,positive
2946,Avoid day llc's dreadful software at all costs...,negative
